id_transacao,data_hora,sku,deposito,lote_id,tipo_movimentacao,motivo_movimentacao,quantidade,custo_unitario_mov,valor_total_mov,saldo_apos_movimento
3550caaa-39a9-41b6-8610-c65ff259b2dc,2026-03-10 14:31:23.643018,SKU-000105,DEP-001,LOT-EA3F236A,Saída,Consumo,36,321.97,11590.92,3208
40aabddc-5526-4244-8e7f-cc982ce8cc7e,2026-03-10 14:31:23.643018,SKU-000106,DEP-001,LOT-036B9C70,Saída,Consumo,7,494.37,3460.59,381
9a758803-d4d0-492a-b954-9f391f4c2d69,2026-03-10 14:31:23.643018,SKU-000107,DEP-001,LOT-BEDF565D,Saída,Consumo,3,798.17,2394.51,210
00706a0b-66c6-400f-8768-562ec71f74ba,2026-03-10 14:31:23.643018,SKU-000107,DEP-001,LOT-15E49A4A,Saída,Consumo,1,798.17,798.17,210
66f869db-ee44-4505-b5f0-062e9a7c8f04,2026-03-10 14:31:23.643018,SKU-000108,DEP-001,LOT-E95977EA,Saída,Consumo,47,257.91,12121.77,3351
d252836b-a81c-4273-b52b-920ee1900750,2026-03-10 14:31:23.643018,SKU-000109,DEP-001,LOT-49A9D193,Saída,Consumo,9,102.6,923.4,785
41b4f448-954e-4093-85a0-b330b771aae1,2026-03-10 14:31:23.643018,SKU-000110,DEP-001,LOT-B6E7861D,Saída,Consumo,109,7.0,763.0,6508
a033531e-f29d-40e8-9540-27299f83b97d,2026-03-10 14:31:23.643018,SKU-000111,DEP-001,LOT-FCA36EF2,Saída,Consumo,14,25.39,355.46,715
2c4d8f3b-4fb5-4e22-87ea-71794086f782,2026-03-10 14:31:23.643018,SKU-000112,DEP-001,LOT-9F5EB4F8,Saída,Consumo,3,20.55,61.65,128
df83e764-c3aa-4329-924f-7c847af40a67,2026-03-10 14:31:23.643018,SKU-000113,DEP-001,LOT-23A9C74B,Saída,Consumo,21,106.33,2232.93,1694
524c6e75-4837-479d-a77c-44d737880fe4,2026-03-10 14:31:23.643018,SKU-000114,DEP-001,LOT-1DF4FEA4,Saída,Consumo,9,85.24,767.16,413
72ce33b8-d10d-4b7b-b42d-994ab25c24fe,2026-03-10 14:31:23.643018,SKU-000115,DEP-001,LOT-04B2AD7D,Saída,Consumo,61,79.37,4841.57,2748
a54c6404-7e45-4607-873c-7a81e2b9a57d,2026-03-10 14:31:23.643018,SKU-000116,DEP-001,LOT-A77EEF1C,Saída,Consumo,362,1.67,604.54,16042
37125080-aab5-4b6d-90f6-40fcb7b00dad,2026-03-10 14:31:23.643018,SKU-000117,DEP-001,LOT-11F5A1EF,Saída,Consumo,1,110.46,110.46,118
9425544c-431e-4ec5-9a5a-9a2827a08c90,2026-03-10 14:31:23.643018,SKU-000117,DEP-001,LOT-B9C2E915,Saída,Consumo,1,110.46,110.46,118
bed7711e-b7f6-4d75-9158-de0dff1bf273,2026-03-10 14:31:23.643018,SKU-000118,DEP-001,LOT-5C1642D6,Saída,Consumo,21,85.58,1797.18,1717
6dc7c8b8-7d25-4c59-a685-fa4a82f62210,2026-03-10 14:31:23.643018,SKU-000119,DEP-001,LOT-CD49721F,Saída,Consumo,1,545.85,545.85,85
dd456aba-b036-4f2b-8b14-24f718eb77ff,2026-03-10 14:31:23.643018,SKU-000120,DEP-001,LOT-073EA00F,Saída,Consumo,125,21.38,2672.5,7545
978a3bc4-d1bc-4a09-a4bc-b6b503767cf1,2026-03-10 14:31:23.643018,SKU-000121,DEP-001,LOT-6A76C659,Saída,Consumo,4,153.24,612.96,292
0a645666-7245-4ec5-8c82-caee095233ec,2026-03-10 14:31:23.643018,SKU-000122,DEP-001,LOT-23F63B9D,Saída,Consumo,199,48.99,9749.01,9306
ef5f1524-d963-4c51-957e-f240c1b214e3,2026-03-10 14:31:23.643018,SKU-000123,DEP-001,LOT-26969EC7,Saída,Consumo,23,13.48,310.04,1110
a45418f9-8515-4f70-b2c3-ad0a7d72af38,2026-03-10 14:31:23.643018,SKU-000124,DEP-001,LOT-CFFAF0A2,Saída,Consumo,15,169.72,2545.8,1144
41c59369-5ddd-4762-9b2e-f4831fc6bcd1,2026-03-10 14:31:23.643018,SKU-000126,DEP-001,LOT-87C7DF48,Saída,Consumo,32,255.92,8189.44,1427
44075ae0-d22b-4a73-a617-46a6c914d3dd,2026-03-10 14:31:23.643018,SKU-000127,DEP-001,LOT-A5E58CCD,Saída,Consumo,25,208.51,5212.75,1662
50bc9be9-17dc-43ab-937a-d54c402b6f43,2026-03-10 14:31:23.643018,SKU-000128,DEP-001,LOT-8817836C,Saída,Consumo,38,160.25,6089.5,3210
be16125d-5d45-4b70-97be-ce1e6f3c7404,2026-03-10 14:31:23.643018,SKU-000129,DEP-001,LOT-D51DA853,Saída,Consumo,280,28.96,8108.8,14471
c0714012-80a1-46a8-8280-6f2e6cbfe848,2026-03-10 14:31:23.643018,SKU-000130,DEP-001,LOT-CD827BAC,Saída,Consumo,10,280.4,2804.0,951
642fa2fb-af4b-4da8-8216-11ef5ffd1191,2026-03-10 14:31:23.643018,SKU-000131,DEP-001,LOT-1763FEAD,Saída,Consumo,6,558.52,3351.12,351
975e1eab-400d-4ec2-81b1-43b26c92fee2,2026-03-10 14:31:23.643018,SKU-000132,DEP-001,LOT-78D22608,Saída,Consumo,24,411.89,9885.36,1065
e731e1b8-f23b-4d09-a0a7-0baf96f4431c,2026-03-10 14:31:23.643018,SKU-000133,DEP-001,LOT-F583B71A,Saída,Consumo,8,699.5,5596.0,553
361af505-7a7f-46be-879d-f26fcef5d547,2026-03-10 14:31:23.643018,SKU-000134,DEP-001,LOT-53433A3F,Saída,Consumo,9,30.95,278.55,451
c3479d5f-4777-45e4-920d-1a75b2f46d5c,2026-03-10 14:31:23.643018,SKU-000135,DEP-001,LOT-0117F882,Saída,Consumo,1,340.9,340.9,243
b02e4bcc-6fa8-4d50-aa05-47b6e2f1fa10,2026-03-10 14:31:23.643018,SKU-000135,DEP-001,LOT-5E9E5E07,Saída,Consumo,7,340.9,2386.3,243
d6409fa4-c8c8-41a1-8cd1-0a3ed5c64568,2026-03-10 14:31:23.643018,SKU-000136,DEP-001,LOT-1DF9C58F,Saída,Consumo,12,82.64,991.68,819
e14b363a-1d9c-4d37-a3a6-390fbb47ddc2,2026-03-10 14:31:23.643018,SKU-000137,DEP-001,LOT-6B7FA1E1,Saída,Consumo,381,43.42,16543.02,22831
aab7ec98-2122-454a-b615-e8ff5c984314,2026-03-10 14:31:23.643018,SKU-000138,DEP-001,LOT-56E703EA,Saída,Consumo,15,190.89,2863.35,1007
48295a09-5136-41a4-871d-dfbf7452fd05,2026-03-10 14:31:23.643018,SKU-000140,DEP-001,LOT-1532E5B6,Saída,Consumo,139,11.88,1651.32,6780
544b81f6-c17d-4bc2-9271-f735b4973a3e,2026-03-10 14:31:23.643018,SKU-000141,DEP-001,LOT-D30DB1EC,Saída,Consumo,24,101.09,2426.16,1376
6158bd71-d712-45b9-9feb-d5a86c9994d0,2026-03-10 14:31:23.643018,SKU-000142,DEP-001,LOT-4E0BDE1B,Saída,Consumo,3,194.08,582.24,311
8a307c37-8f48-4e6c-b75e-9d56e31cfe7e,2026-03-10 14:31:23.643018,SKU-000143,DEP-001,LOT-3C95B2BF,Saída,Consumo,16,57.33,917.28,750
a2ac389e-ff3a-4da3-875d-59db3e484be8,2026-03-10 14:31:23.643018,SKU-000144,DEP-001,LOT-677C68BD,Saída,Consumo,20,39.18,783.6,1984
55204086-dbc2-4035-8120-b30fce96b343,2026-03-10 14:31:23.643018,SKU-000145,DEP-001,LOT-B4D4D17F,Saída,Consumo,56,107.75,6034.0,1864
83deee2f-02f3-4acd-bfeb-469bd68d19b6,2026-03-10 14:31:23.643018,SKU-000146,DEP-001,LOT-60BF90F6,Saída,Consumo,15,92.84,1392.6,1067
1728ad82-ae63-48d9-8fb5-aa5a455fb44b,2026-03-10 14:31:23.643018,SKU-000147,DEP-001,LOT-57B8C0A7,Saída,Consumo,1,869.93,869.93,65
43c081cf-fa12-4f2f-ad30-4db27802af87,2026-03-10 14:31:23.643018,SKU-000148,DEP-001,LOT-C257BD95,Saída,Consumo,350,23.53,8235.5,16777
af0d7b31-23fb-42c6-8ecf-4a8b48a2d55c,2026-03-10 14:31:23.643018,SKU-000149,DEP-001,LOT-6698DDA5,Saída,Consumo,34,48.87,1661.58,2031
3a2f19d2-127d-49df-b7f0-ada40143a020,2026-03-10 14:31:23.643018,SKU-000150,DEP-001,LOT-F8FEF5CB,Saída,Consumo,64,204.52,13089.28,3726
0f55e673-396d-4e05-900c-007ea26dd9d0,2026-03-10 14:31:23.643018,SKU-000151,DEP-001,LOT-7B2FAAF5,Saída,Consumo,19,431.68,8201.92,1363
8ad4d7d9-f34e-48f2-8f29-cd4e1f7ed11b,2026-03-10 14:31:23.643018,SKU-000152,DEP-001,LOT-64153814,Saída,Consumo,55,450.38,24770.9,3794
91b638a4-8600-4990-a7cd-fd207b8e916c,2026-03-10 14:31:23.643018,SKU-000154,DEP-001,LOT-D09CEE51,Saída,Consumo,41,86.04,3527.64,2639
e4ebeced-5b86-401f-8555-095337dc219b,2026-03-10 14:31:23.643018,SKU-000155,DEP-001,LOT-1F9B2587,Saída,Consumo,268,21.6,5788.8,25267
34e4f3d6-4abd-4088-9ac1-dcaf789b8c5f,2026-03-10 14:31:23.643018,SKU-000156,DEP-001,LOT-BCC13321,Saída,Consumo,12,96.09,1153.08,601
